dish_id,ingredient_id,name,grams,calories,fat,carbohydrates,protein
dish_1563219035,122,garlic,0.669221,0.99713929,0.003346105,0.22084293,0.042830144
dish_1563219035,34,celery,30.000000,4.8,0.06,1.02,0.21
dish_1563219035,515,arugula,3.346105,0.83652625,0.023422735,0.123805885,0.08699873
dish_1563219035,392,pepperoni pizza,41.000000,115.62,4.92,13.12,4.92
dish_1563219035,516,rosemary,0.669221,0.87667951,0.038145597,0.1338442,0.019407409
dish_1563219035,462,pork,100.383141,238.91187558,14.05363974,0.0,26.09961666
dish_1563219035,94,onions,4.684546,1.8738184,0.004684546,0.42160914,0.051530006
dish_1563219035,524,parsley,0.334610,0.12414031,0.00267688,0.02141504,0.00970369
dish_1563219035,161,olive oil,0.669221,5.91591364,0.669221,0.0,0.0
dish_1563219035,485,zucchini,6.692210,1.0038315,0.02676884,0.18068967,0.07361431
dish_1563219035,291,salt,0.167305,0.0,0.0,0.0,0.0
dish_1563219035,12,olives,19.000000,21.85,2.033,1.197,0.152
dish_1560541760,189,vinegar,2.700934,0.0,0.0,0.0,0.0
dish_1560541760,517,chard,9.284100,1.763979,0.0185682,0.3435117,0.1671138
dish_1560541760,540,ginger,0.960166,0.7681328,0.007681328,0.17282988,0.017282988
dish_1560541760,122,garlic,1.920331,2.86129319,0.009601655,0.63370923,0.122901184
dish_1560541760,26,white rice,19.203310,24.964303,0.05760993,5.3769268,0.51848937
dish_1560541760,126,mustard,0.580256,0.355696928,0.019148448,0.03481536,0.021469472
dish_1560541760,161,olive oil,7.907362,69.90108008,7.907362,0.0,0.0
dish_1560541760,36,spinach (raw),4.800828,1.10419044,0.019203312,0.172829808,0.139224012
dish_1560541760,201,blueberries,3.713640,2.12420208,0.01114092,0.53476416,0.02599548
dish_1560541760,43,green beans,4.800828,1.48825668,0.004800828,0.33605796,0.086414904
dish_1560541760,515,arugula,51.990959,12.99773975,0.363936713,1.923665483,1.351764934
dish_1560541760,312,pepper,0.058026,0.0232104,0.000116052,0.005396418,0.00116052
dish_1560541760,7,cauliflower,63.000000,15.75,0.189,3.15,1.134
dish_1560541760,28,chicken,192.033112,316.8546348,6.913192032,0.0,59.53026472
dish_1560541760,27,broccoli,4.800828,1.6802898,0.019203312,0.33605796,0.115219872
dish_1560541760,291,salt,0.468174,0.0,0.0,0.0,0.0
dish_1560541760,124,walnuts,1.856820,12.13060506,1.19207844,0.25809798,0.28037982
dish_1560541760,535,green onions,0.960166,0.30725312,0.001920332,0.06721162,0.017282988
dish_1560541760,508,soy sauce,0.960166,0.50888798,0.005760996,0.047048134,0.077773446
dish_1562603598,13,berries,94.000000,53.58,0.282,13.16,0.658
dish_1562603598,4,bacon,14.000000,75.74,5.88,0.196,5.18
dish_1562603598,437,sweet potato,46.829269,35.59024444,0.0,8.42926842,0.46829269
dish_1562603598,161,olive oil,1.170732,10.34927088,1.170732,0.0,0.0
dish_1561753623,161,olive oil,2.926013,25.86595492,2.926013,0.0,0.0
dish_1561753623,518,thyme,0.073212,0.07394412,0.001244604,0.01757088,0.00439272
dish_1561753623,21,squash,70.036987,14.357582335,0.210110961,2.381257558,0.630332883
dish_1561753623,291,salt,0.409063,0.0,0.0,0.0,0.0
dish_1561753623,332,salmon,58.569550,104.253799,4.685564,0.0,14.056692
dish_1561753623,312,pepper,2.928478,1.1713912,0.005856956,0.272348454,0.05856956
dish_1561753623,515,arugula,2.342782,0.5856955,0.016399474,0.086682934,0.060912332
dish_1561753623,23,brown rice,11.713911,13.00244121,0.105425199,2.69419953,0.304561686
dish_1566316681,437,sweet potato,119.024391,90.45853716,0.0,21.42439038,1.19024391
dish_1566316681,161,olive oil,2.975610,26.3043924,2.97561,0.0,0.0
dish_1562702132,49,fish,97.972977,88.1756793,12.73648701,0.0,18.027027768
dish_1562702132,31,cucumbers,3.869281,0.3869281,0.0,0.07738562,0.03869281
dish_1562702132,161,olive oil,8.399791,74.25415244,8.399791,0.0,0.0
dish_1562702132,524,parsley,0.486763,0.180589073,0.003894104,0.031152832,0.014116127
dish_1562702132,515,arugula,2.939189,0.73479725,0.020574323,0.108749993,0.076418914
dish_1562702132,21,squash,61.159061,12.537607505,0.183477183,2.079408074,0.550431549
dish_1562702132,357,lentils,19.594593,22.33783602,0.078378372,3.9189186,1.76351337
dish_1562702132,47,corn,4.898648,4.70270208,0.07347972,1.02871608,0.166554032
dish_1562702132,471,cherry tomatoes,42.836601,7.71058818,0.085673202,1.670627439,0.385529409
dish_1562702132,527,chive,3.918919,1.1756757,0.027432433,0.172432436,0.129324327
dish_1562702132,291,salt,0.595194,0.0,0.0,0.0,0.0
dish_1562702132,122,garlic,0.852610,1.2703889,0.00426305,0.2813613,0.05456704
dish_1562702132,29,mixed greens,19.346407,5.41699396,0.077385628,1.025359571,0.425620954
dish_1562702132,95,artichokes,4.898648,2.30236456,0.009797296,0.53885128,0.161655384
dish_1562702132,45,carrot,2.418301,0.99150341,0.004836602,0.2418301,0.021764709
dish_1562702132,102,snow peas,3.918919,3.17432439,0.015675676,0.54864866,0.19594595
dish_1562702132,189,vinegar,1.934641,0.0,0.0,0.0,0.0
dish_1562702132,7,cauliflower,77.000000,19.25,0.231,3.85,1.386
dish_1562702132,312,pepper,1.959460,0.783784,0.00391892,0.18222978,0.0391892
dish_1567106693,471,cherry tomatoes,88.000000,15.84,0.176,3.432,0.792
dish_1567106693,94,onions,55.000000,22.0,0.055,4.95,0.605
dish_1567106693,28,chicken,169.000000,278.85,6.084,0.0,52.39
dish_1567106693,33,bell peppers,58.000000,23.2,0.116,5.22,1.16
dish_1567106693,45,carrot,47.000000,19.27,0.094,4.7,0.423
dish_1564687090,49,fish,97.770950,87.993855,12.7102235,0.0,17.9898548
dish_1564687090,513,millet,6.792946,8.08360574,0.06792946,1.609928202,0.23775311
dish_1564687090,26,white rice,19.554190,25.420447,0.05866257,5.4751732,0.52796313
dish_1564687090,113,ketchup,23.318527,26.11675024,0.046637054,6.06281702,0.303140851
dish_1564687090,10,steak,50.947094,138.06662474,9.67994786,0.0,12.7367735
dish_1564687090,36,spinach (raw),1.698236,0.39059428,0.006792944,0.061136496,0.049248844
dish_1564687090,448,jalapenos,1.955419,0.56707151,0.007821676,0.127102235,0.017598771
dish_1564687090,94,onions,4.631365,1.852546,0.004631365,0.41682285,0.050945015
dish_1564687090,514,wheat berry,104.854370,95.4174767,0.52427185,20.02718467,4.40388354
dish_1564687090,161,olive oil,9.496116,83.94566544,9.496116,0.0,0.0
dish_1564687090,33,bell peppers,3.612423,1.4449692,0.007224846,0.32511807,0.07224846
dish_1564687090,523,cilantro,1.955419,0.445835532,0.009777095,0.072350503,0.043019218
dish_1564687090,189,vinegar,0.339647,0.0,0.0,0.0,0.0
dish_1564687090,72,kale,4.888547,2.39538803,0.034219829,0.43996923,0.161322051
dish_1564687090,43,green beans,81.900002,25.38900062,0.081900002,5.73300014,1.474200036
dish_1564687090,367,lime,0.977709,0.2933127,0.001955418,0.102659445,0.006843963
dish_1564687090,133,shallots,0.977709,0.1955418,0.001955418,0.032264397,0.014665635
dish_1564687090,291,salt,0.329339,0.0,0.0,0.0,0.0
dish_1565725244,148,parmesan cheese,21.000000,90.447,6.006,0.882,8.064
dish_1565725244,471,cherry tomatoes,67.000000,12.06,0.134,2.613,0.603
dish_1565725244,28,chicken,187.000000,308.55,6.732,0.0,57.97
dish_1565725244,33,bell peppers,80.000000,32.0,0.16,7.2,1.6
dish_1565725244,45,carrot,66.000000,27.06,0.132,6.6,0.594
dish_1565725244,12,olives,44.000000,50.6,4.708,2.772,0.352
dish_1565725244,94,onions,56.000000,22.4,0.056,5.04,0.616
dish_1565725244,140,caesar dressing,69.000000,30.429,1.449,2.967,2.208
dish_1563302447,30,lettuce,26.110638,3.9165957,0.052221276,0.757208502,0.365548932
dish_1563302447,133,shallots,0.040631,0.0081262,8.1262e-05,0.001340823,0.000609465
dish_1563302447,291,salt,0.672367,0.0,0.0,0.0,0.0
dish_1563302447,35,blue cheese,6.025532,21.27012796,1.74740428,0.138587236,1.26536172
dish_1563302447,520,lemon juice,0.650094,0.11051598,0.0,0.036405264,0.002600376
dish_1563302447,518,thyme,0.325047,0.32829747,0.005525799,0.07801128,0.01950282
dish_1563302447,161,olive oil,11.324497,100.10855348,11.324497,0.0,0.0
dish_1563302447,514,wheat berry,13.001871,11.83170261,0.065009355,2.483357361,0.546078582
dish_1563302447,28,chicken,130.018707,214.53086655,4.680673452,0.0,40.30579917
dish_1563302447,124,walnuts,4.017021,26.243198193,2.578927482,0.558365919,0.606570171
dish_1563302447,122,garlic,0.901157,1.34272393,0.004505785,0.29738181,0.057674048
dish_1563302447,45,carrot,69.008011,28.29328451,0.138016022,6.9008011,0.621072099
dish_1563302447,433,roasted potatoes,96.000000,135.36,6.528,17.28,2.016
dish_1563302447,524,parsley,1.300187,0.482369377,0.010401496,0.083211968,0.037705423
dish_1563302447,126,mustard,0.251064,0.153902232,0.008285112,0.01506384,0.009289368
dish_1563302447,46,mushroom,63.000000,13.86,0.189,2.079,1.953
dish_1563302447,189,vinegar,4.017021,0.0,0.0,0.0,0.0
dish_1563302447,36,spinach (raw),3.250468,0.74760764,0.013001872,0.117016848,0.094263572
dish_1563302447,312,pepper,0.043130,0.017252,8.626e-05,0.00401109,0.0008626
dish_1563302447,29,mixed greens,10.042553,2.81191484,0.040170212,0.532255309,0.220936166
dish_1564686657,11,cheese pizza,105.000000,279.195,9.87,35.175,11.76
dish_1561747075,122,garlic,1.636982,2.43910318,0.00818491,0.54020406,0.104766848
dish_1561747075,32,tomatoes,16.369816,5.56573744,0.114588712,1.113147488,0.114588712
dish_1561747075,94,onions,0.409245,0.163698,0.000409245,0.03683205,0.004501695
dish_1561747075,291,salt,0.409245,0.0,0.0,0.0,0.0
dish_1561747075,60,tortilla,65.479263,142.74479334,1.898898627,29.46566835,3.92875578
dish_1561747075,203,chili,1.432359,0.5729436,0.005729436,0.127479951,0.025782462
dish_1561747075,161,olive oil,0.818491,7.23546044,0.818491,0.0,0.0
dish_1561747075,155,chicken thighs,163.698166,290.073150152,13.586947778,0.0,39.123861674
dish_1561747075,523,cilantro,1.636982,0.373231896,0.00818491,0.060568334,0.036013604
dish_1561747075,52,cheese,49.109451,197.41999302,16.20611883,0.638422863,12.27736275
dish_1566419635,433,roasted potatoes,42.000000,59.22,2.856,7.56,0.882
dish_1566419635,6,caesar salad,74.000000,32.56,1.554,3.182,2.368
dish_1566419635,518,thyme,0.333333,0.33666633,0.005666661,0.07999992,0.01999998
dish_1566419635,516,rosemary,0.333333,0.43666623,0.018999981,0.0666666,0.009666657
dish_1566419635,341,cream,4.266666,14.348797758,1.561599756,0.115199982,0.119466648
dish_1566419635,43,green beans,32.174999,9.97424969,0.032174999,2.25224993,0.579149982
dish_1566419635,514,wheat berry,10.666667,9.70666697,0.053333335,2.037333397,0.448000014
dish_1566419635,46,mushroom,5.333333,1.17333326,0.015999999,0.175999989,0.165333323
dish_1566419635,519,oregano,0.333333,0.8999991,0.01333332,0.22999977,0.02999997
dish_1566419635,515,arugula,2.666667,0.66666675,0.018666669,0.098666679,0.069333342
dish_1566419635,312,pepper,0.533333,0.2133332,0.001066666,0.049599969,0.01066666
dish_1566419635,133,shallots,0.533333,0.1066666,0.001066666,0.017599989,0.007999995
dish_1566419635,122,garlic,1.066667,1.58933383,0.005333335,0.35200011,0.068266688
dish_1566419635,11,cheese pizza,103.000000,273.877,9.682,34.505,11.536
dish_1566419635,428,white wine,0.266667,0.21866694,0.0,0.006933342,0.000266667
dish_1566419635,161,olive oil,1.891667,16.72233628,1.891667,0.0,0.0
dish_1566419635,441,butter,1.066667,7.64800239,0.86400027,0.001066667,0.008533336
dish_1566419635,520,lemon juice,0.266667,0.04533339,0.0,0.014933352,0.001066668
dish_1566419635,521,basil,0.533333,0.12799992,0.0,0.01066666,0.02133332
dish_1566419635,28,chicken,106.666672,176.0000088,3.840000192,0.0,33.06666832
dish_1566419635,291,salt,1.066667,0.0,0.0,0.0,0.0
dish_1558639630,205,corn on the cob,110.000000,116.71,2.64,24.2,3.41
dish_1558722068,77,almonds,31.000000,179.211,15.345,7.037,6.944
dish_1565196260,128,egg whites,143.000000,74.36,0.286,1.001,14.3
dish_1561749857,515,arugula,4.865778,1.2164445,0.034060446,0.180033786,0.126510228
dish_1561749857,23,brown rice,24.328892,27.00507012,0.218960028,5.59564516,0.632551192
dish_1561749857,31,cucumbers,55.000000,5.5,0.0,1.1,0.55
dish_1561749857,332,salmon,121.644455,216.5271299,9.7315564,0.0,29.1946692
dish_1561749857,471,cherry tomatoes,66.000000,11.88,0.132,2.574,0.594
dish_1561749857,312,pepper,6.146183,2.4584732,0.012292366,0.571595019,0.12292366
dish_1561749857,73,radishes,25.000000,4.0,0.025,0.85,0.175
dish_1561749857,291,salt,0.559954,0.0,0.0,0.0,0.0
dish_1561749857,27,broccoli,87.000000,30.45,0.348,6.09,2.088
dish_1561749857,16,brussels sprouts,51.168514,22.00246102,0.153505542,4.60516626,1.739729476
dish_1561749857,161,olive oil,5.134174,45.38609816,5.134174,0.0,0.0
dish_1561749857,518,thyme,0.152056,0.15357656,0.002584952,0.03649344,0.00912336
dish_1564761457,194,fried rice,97.000000,152.969,2.134,29.003,4.559
dish_1564761457,80,turkey bacon,21.000000,79.737,5.901,0.651,6.111
dish_1564761457,128,egg whites,105.000000,54.6,0.21,0.735,10.5
dish_1561405034,126,mustard,0.339869,0.208339697,0.011215677,0.02039214,0.012575153
dish_1561405034,508,soy sauce,0.177962,0.09431986,0.001067772,0.008720138,0.014414922
dish_1561405034,291,salt,0.192180,0.0,0.0,0.0,0.0
dish_1561405034,535,green onions,0.177962,0.05694784,0.000355924,0.01245734,0.003203316
dish_1561405034,36,spinach (raw),28.079353,6.45825119,0.112317412,1.010856708,0.814301237
dish_1561405034,148,parmesan cheese,3.177189,13.684153023,0.908676054,0.133441938,1.220040576
dish_1561405034,43,green beans,0.889809,0.27584079,0.000889809,0.06228663,0.016016562
dish_1561405034,306,croutons,0.238289,0.972457409,0.015965363,0.172282947,0.02859468
dish_1561405034,189,vinegar,2.896916,0.0,0.0,0.0,0.0
dish_1561405034,28,chicken,35.592342,58.7273643,1.281324312,0.0,11.03362602
dish_1561405034,122,garlic,0.865727,1.28993323,0.004328635,0.28568991,0.055406528
dish_1561405034,32,tomatoes,3.398693,1.15555562,0.023790851,0.231111124,0.023790851
dish_1561405034,27,broccoli,0.889809,0.31143315,0.003559236,0.06228663,0.021355416
dish_1561405034,31,cucumbers,5.437909,0.5437909,0.0,0.10875818,0.05437909
dish_1561405034,72,kale,30.501017,14.94549833,0.213507119,2.74509153,1.006533561
dish_1561405034,140,caesar dressing,5.083503,2.241824823,0.106753563,0.218590629,0.162672096
dish_1561405034,161,olive oil,5.526889,48.85769876,5.526889,0.0,0.0
dish_1561405034,526,mustard greens,6.797386,1.83529422,0.027189544,0.319477142,0.197124194
dish_1561405034,540,ginger,0.177962,0.1423696,0.001423696,0.03203316,0.003203316
dish_1561405034,12,olives,19.000000,21.85,2.033,1.197,0.152
dish_1561405034,26,white rice,3.559234,4.6270042,0.010677702,0.99658552,0.096099318
dish_1562872150,46,mushroom,34.000000,7.48,0.102,1.122,1.054
dish_1560454539,43,green beans,20.000000,6.2,0.02,1.4,0.36
dish_1560454539,189,vinegar,2.196079,0.0,0.0,0.0,0.0
dish_1560454539,9,wild rice,57.000000,67.83,0.228,14.25,2.85
dish_1560454539,471,cherry tomatoes,5.490196,0.98823528,0.010980392,0.214117644,0.049411764
dish_1560454539,524,parsley,0.274510,0.10184321,0.00219608,0.01756864,0.00796079
dish_1560454539,45,carrot,2.745098,1.12549018,0.005490196,0.2745098,0.024705882
dish_1560454539,291,salt,0.137255,0.0,0.0,0.0,0.0
dish_1560454539,29,mixed greens,21.960785,6.1490198,0.08784314,1.163921605,0.48313727
dish_1560454539,122,garlic,0.411765,0.61352985,0.002058825,0.13588245,0.02635296
dish_1560454539,161,olive oil,4.392157,38.82666788,4.392157,0.0,0.0
dish_1560454539,31,cucumbers,4.392157,0.4392157,0.0,0.08784314,0.04392157
dish_1561578373,11,cheese pizza,43.000000,114.337,4.042,14.405,4.816
dish_1561578373,33,bell peppers,1.829787,0.7319148,0.003659574,0.16468083,0.03659574
dish_1561578373,6,caesar salad,46.000000,20.24,0.966,1.978,1.472
dish_1561578373,30,lettuce,18.297873,2.74468095,0.036595746,0.530638317,0.256170222
dish_1561578373,31,cucumbers,9.148936,0.9148936,0.0,0.18297872,0.09148936
dish_1561578373,94,onions,1.829787,0.7319148,0.001829787,0.16468083,0.020127657
dish_1561578373,319,feta cheese,1.829787,4.832467467,0.386085057,0.076851054,0.252510606
dish_1561578373,12,olives,1.829787,2.10425505,0.195787209,0.115276581,0.014638296
dish_1561578373,471,cherry tomatoes,4.574468,0.82340424,0.009148936,0.178404252,0.041170212
dish_1561578373,338,vinaigrette,3.659574,17.03531697,1.895659332,0.095148924,0.0
dish_1565894910,380,pizza,105.000000,279.3,10.185,34.65,11.55
dish_1565894910,11,cheese pizza,47.000000,124.973,4.418,15.745,5.264
dish_1565894910,455,cookies,27.000000,132.84,6.75,17.55,1.377
dish_1562873224,49,fish,118.494270,106.644843,15.4042551,0.0,21.80294568
dish_1562873224,312,pepper,2.369885,0.947954,0.00473977,0.220399305,0.0473977
dish_1562873224,527,chive,0.296236,0.0888708,0.002073652,0.013034384,0.009775788
dish_1562873224,47,corn,23.698854,22.75089984,0.35548281,4.97675934,0.805761036
dish_1562873224,538,jicama,4.739771,1.80111298,0.004739771,0.42657939,0.033178397
dish_1562873224,43,green beans,77.025002,23.87775062,0.077025002,5.39175014,1.386450036
dish_1562873224,524,parsley,0.296236,0.109903556,0.002369888,0.018959104,0.008590844
dish_1562873224,161,olive oil,7.307242,64.59601928,7.307242,0.0,0.0
dish_1562873224,122,garlic,0.592471,0.88278179,0.002962355,0.19551543,0.037918144
dish_1562873224,367,lime,3.554828,1.0664484,0.007109656,0.37325694,0.024883796
dish_1562873224,291,salt,0.296236,0.0,0.0,0.0,0.0
dish_1562873224,525,bok choy,176.000000,22.88,0.352,3.872,2.64
dish_1562873224,539,nopales,3.554828,0.56877248,0.003554828,0.117309324,0.049767592
dish_1562873224,515,arugula,5.924714,1.4811785,0.041472998,0.219214418,0.154042564
dish_1562873224,434,sour cream,5.924714,11.73093372,1.12569566,0.272536844,0.142193136
dish_1562873224,45,carrot,5.924714,2.42913274,0.011849428,0.5924714,0.053322426
dish_1561654326,338,vinaigrette,2.967742,13.81483901,1.537290356,0.077161292,0.0
dish_1561654326,294,granola,7.419354,34.819028322,1.513548216,4.800322038,0.7419354
dish_1561654326,41,blackberries,2.967742,1.27612906,0.01483871,0.273032264,0.041548388
dish_1561654326,29,mixed greens,29.677418,8.30967704,0.118709672,1.572903154,0.652903196
dish_1561654326,40,raspberries,2.967742,1.57290326,0.020774194,0.35612904,0.035612904
dish_1562963033,520,lemon juice,3.271523,0.55615891,0.0,0.183205288,0.013086092
dish_1562963033,94,onions,6.543046,2.6172184,0.006543046,0.58887414,0.071973506
dish_1562963033,291,salt,0.408940,0.0,0.0,0.0,0.0
dish_1562963033,523,cilantro,1.635762,0.372953736,0.00817881,0.060523194,0.035986764
dish_1562963033,122,garlic,0.817881,1.21864269,0.004089405,0.26990073,0.052344384
dish_1562963033,312,pepper,6.543046,2.6172184,0.013086092,0.608503278,0.13086092
dish_1562963033,377,quinoa,32.715229,39.2582748,0.621589351,6.87019809,1.439470076
dish_1562963033,49,fish,163.576157,147.2185413,21.26490041,0.0,30.098012888
dish_1562963033,541,tomatillo,16.357615,5.2344368,0.16357615,0.9814569,0.16357615
dish_1562963033,433,roasted potatoes,69.000000,97.29,4.692,12.42,1.449
dish_1562963033,161,olive oil,6.543046,57.84052664,6.543046,0.0,0.0
dish_1562963033,515,arugula,8.178807,2.04470175,0.057251649,0.302615859,0.212648982
dish_1562963033,448,jalapenos,0.408940,0.1185926,0.00163576,0.0265811,0.00368046
dish_1562613403,189,vinegar,0.535032,0.0,0.0,0.0,0.0
dish_1562613403,10,steak,80.254776,217.49044296,15.24840744,0.0,20.063694
dish_1562613403,21,squash,76.942047,15.773119635,0.230826141,2.616029598,0.692478423
dish_1562613403,448,jalapenos,0.267516,0.07757964,0.001070064,0.01738854,0.002407644
dish_1562613403,520,lemon juice,4.100019,0.69700323,0.0,0.229601064,0.016400076
dish_1562613403,526,mustard greens,44.562336,12.03183072,0.178249344,2.094429792,1.292307744
dish_1562613403,523,cilantro,0.267516,0.060993648,0.00133758,0.009898092,0.005885352
dish_1562613403,38,pineapple,2.675159,1.3375795,0.002675159,0.34777067,0.013375795
dish_1562613403,26,white rice,10.700637,13.9108281,0.032101911,2.99617836,0.288917199
dish_1562613403,54,apple,8.912467,4.63448284,0.017824934,1.24774538,0.026737401
dish_1562613403,72,kale,2.675159,1.31082791,0.018726113,0.24076431,0.088280247
dish_1562613403,515,arugula,8.912467,2.22811675,0.062387269,0.329761279,0.231724142
dish_1562613403,27,broccoli,46.829269,16.39024415,0.187317076,3.27804883,1.123902456
dish_1562613403,161,olive oil,9.070126,80.17991384,9.070126,0.0,0.0
dish_1562613403,94,onions,6.420382,2.5681528,0.006420382,0.57783438,0.070624202
dish_1562613403,425,goat cheese,1.782493,4.70578152,0.37432353,0.0,0.33867367
dish_1562613403,122,garlic,0.535032,0.79719768,0.00267516,0.17656056,0.034242048
dish_1562613403,291,salt,0.645102,0.0,0.0,0.0,0.0
dish_1562613403,70,figs,8.912467,24.50928425,0.0,5.79310355,0.222811675
dish_1563391681,49,fish,80.132446,72.1192014,10.41721798,0.0,14.744370064
dish_1563391681,201,blueberries,1.057057,0.604636604,0.003171171,0.152216208,0.007399399
dish_1563391681,189,vinegar,0.495495,0.0,0.0,0.0,0.0
dish_1563391681,515,arugula,18.805422,4.7013555,0.131637954,0.695800614,0.488940972
dish_1563391681,517,chard,2.642643,0.50210217,0.005285286,0.097777791,0.047567574
dish_1563391681,94,onions,3.205298,1.2821192,0.003205298,0.28847682,0.035258278
dish_1563391681,82,pecans,0.528529,3.6468501,0.38054088,0.07399406,0.04756761
dish_1563391681,161,olive oil,5.319412,47.02360208,5.319412,0.0,0.0
dish_1563391681,122,garlic,0.499761,0.74464389,0.002498805,0.16492113,0.031984704
dish_1563391681,523,cilantro,0.801324,0.182701872,0.00400662,0.029648988,0.017629128
dish_1563391681,291,salt,0.299430,0.0,0.0,0.0,0.0
dish_1563391681,377,quinoa,16.026489,19.2317868,0.304503291,3.36556269,0.705165516
dish_1563391681,312,pepper,3.205298,1.2821192,0.006410596,0.298092714,0.06410596
dish_1563391681,541,tomatillo,8.013245,2.5642384,0.08013245,0.4807947,0.08013245
dish_1563391681,448,jalapenos,0.200331,0.05809599,0.000801324,0.013021515,0.001802979
dish_1563391681,520,lemon juice,1.602649,0.27245033,0.0,0.089748344,0.006410596
dish_1563391681,126,mustard,0.165165,0.101246145,0.005450445,0.0099099,0.006111105
dish_1559934645,6,caesar salad,56.000000,24.64,1.176,2.408,1.792
dish_1563391708,520,lemon juice,1.602649,0.27245033,0.0,0.089748344,0.006410596
dish_1563391708,82,pecans,0.528529,3.6468501,0.38054088,0.07399406,0.04756761
dish_1563391708,94,onions,3.205298,1.2821192,0.003205298,0.28847682,0.035258278
dish_1563391708,201,blueberries,1.057057,0.604636604,0.003171171,0.152216208,0.007399399
dish_1563391708,448,jalapenos,0.200331,0.05809599,0.000801324,0.013021515,0.001802979
dish_1563391708,312,pepper,3.205298,1.2821192,0.006410596,0.298092714,0.06410596
dish_1563391708,49,fish,80.132446,72.1192014,10.41721798,0.0,14.744370064
dish_1563391708,541,tomatillo,8.013245,2.5642384,0.08013245,0.4807947,0.08013245
dish_1563391708,122,garlic,0.499761,0.74464389,0.002498805,0.16492113,0.031984704
dish_1563391708,523,cilantro,0.801324,0.182701872,0.00400662,0.029648988,0.017629128
dish_1563391708,291,salt,0.299430,0.0,0.0,0.0,0.0
dish_1563391708,126,mustard,0.165165,0.101246145,0.005450445,0.0099099,0.006111105
dish_1563391708,380,pizza,62.000000,164.92,6.014,20.46,6.82
dish_1563391708,161,olive oil,5.319412,47.02360208,5.319412,0.0,0.0
dish_1563391708,515,arugula,18.805422,4.7013555,0.131637954,0.695800614,0.488940972
dish_1563391708,189,vinegar,0.495495,0.0,0.0,0.0,0.0
dish_1563391708,517,chard,2.642643,0.50210217,0.005285286,0.097777791,0.047567574
dish_1563391708,377,quinoa,16.026489,19.2317868,0.304503291,3.36556269,0.705165516
dish_1562615324,38,pineapple,1.987261,0.9936305,0.001987261,0.25834393,0.009936305
dish_1562615324,122,garlic,0.397452,0.59220348,0.00198726,0.13115916,0.025436928
dish_1562615324,433,roasted potatoes,58.000000,81.78,3.944,10.44,1.218
dish_1562615324,94,onions,4.769427,1.9077708,0.004769427,0.42924843,0.052463697
dish_1562615324,291,salt,0.099363,0.0,0.0,0.0,0.0
dish_1562615324,520,lemon juice,0.397452,0.06756684,0.0,0.022257312,0.001589808
dish_1562615324,72,kale,1.987261,0.97375789,0.013910827,0.17885349,0.065579613
dish_1562615324,189,vinegar,0.397452,0.0,0.0,0.0,0.0
dish_1562615324,448,jalapenos,0.198726,0.05763054,0.000794904,0.01291719,0.001788534
dish_1562615324,10,steak,59.617836,161.56433556,11.32738884,0.0,14.904459
dish_1562615324,26,white rice,7.949045,10.3337585,0.023847135,2.2257326,0.214624215
dish_1562615324,523,cilantro,0.198726,0.045309528,0.00099363,0.007352862,0.004371972
dish_1565974375,4,bacon,85.000000,459.85,35.7,1.19,31.45
dish_1563304261,72,kale,28.936863,14.17906287,0.202558041,2.60431767,0.954916479
dish_1563304261,306,croutons,0.226069,0.922587589,0.015146623,0.163447887,0.02712828
dish_1563304261,140,caesar dressing,4.822811,2.126859651,0.101279031,0.207380873,0.154329952
dish_1563304261,148,parmesan cheese,3.014256,12.982400592,0.862077216,0.126598752,1.157474304
dish_1560368506,23,brown rice,14.208494,15.77142834,0.127876446,3.26795362,0.369420844
dish_1560368506,49,fish,80.626221,72.5635989,10.48140873,0.0,14.835224664
dish_1560368506,133,shallots,0.710425,0.142085,0.00142085,0.023444025,0.010656375
dish_1560368506,112,honeydew melons,137.000000,49.32,0.137,12.33,0.685
dish_1560368506,27,broccoli,3.552124,1.2432434,0.014208496,0.24864868,0.085250976
dish_1560368506,520,lemon juice,0.710425,0.12077225,0.0,0.0397838,0.0028417
dish_1560368506,524,parsley,0.355212,0.131783652,0.002841696,0.022733568,0.010301148
dish_1560368506,462,pork,106.563705,253.6216179,14.9189187,0.0,27.7065633
dish_1560368506,189,vinegar,0.710425,0.0,0.0,0.0,0.0
dish_1560368506,471,cherry tomatoes,3.552124,0.63938232,0.007104248,0.138532836,0.031969116
dish_1560368506,312,pepper,1.420849,0.5683396,0.002841698,0.132138957,0.02841698
dish_1560368506,122,garlic,1.823981,2.71773169,0.009119905,0.60191373,0.116734784
dish_1560368506,291,salt,0.379172,0.0,0.0,0.0,0.0
dish_1560368506,534,country rice,16.125244,24.5168209776,1.096516592,5.095577104,0.6224344184
dish_1560368506,521,basil,0.355212,0.08525088,0.0,0.00710424,0.01420848
dish_1560368506,161,olive oil,4.454224,39.37534016,4.454224,0.0,0.0
dish_1560368506,94,onions,4.645898,1.8583592,0.004645898,0.41813082,0.051104878
dish_1560368506,535,green onions,0.806262,0.25800384,0.001612524,0.05643834,0.014512716
dish_1563823894,31,cucumbers,25.750452,2.5750452,0.0,0.51500904,0.25750452
dish_1563823894,161,olive oil,1.003278,8.86897752,1.003278,0.0,0.0
dish_1563823894,342,turnips,83.640839,18.150062063,0.083640839,4.265682789,0.585485873
dish_1563823894,522,tatsoi,103.001808,22.66039776,0.309005424,4.017070512,2.266039776
